variant,request_id,uncapped,min_balance,safe,true_safe,error,norm_error,earliest,true_earliest,date_match,amount_improved,amount_regressed,date_gained,date_lost
median_sig2/all/90dates,request_22,True,964.46,464.46,475.46,-11.0,-0.015037593984962405,2025-01-15,2025-01-15,True,False,True,False,False
median_sig2/all/90dates,request_23,True,35456.8,8456.8,9152.0,-695.2,-0.018287037037037056,2025-07-15,2025-07-15,True,True,False,False,False
median_sig2/all/90dates,request_24,True,64750.0,13750.0,13420.0,330.0,0.003010948905109489,,,True,False,True,False,False
median_sig2/all/90dates,request_25,True,23618500.0,239400.0,1425000.0,-1185600.0,-0.019597989949748745,,,True,False,True,False,False
median_sig2/all/calendar,request_01,False,48272.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
median_sig2/all/calendar,request_02,True,47390839.2,18232439.2,17229139.2,1003300.0,0.021802338215480898,2025-09-15,2025-09-15,True,True,False,False,False
median_sig2/all/calendar,request_03,True,3646600.0,977900.0,873000.0,104900.0,0.01910398834456383,2019-11-15,2019-11-15,True,False,True,False,False
median_sig2/all/calendar,request_04,True,41215100.0,10528500.0,8401800.0,2126700.0,0.16754904277948476,2024-06-15,2024-06-15,True,True,False,False,False
median_sig2/all/calendar,request_05,True,13936.0,836.0,737.0,99.0,0.006392045454545455,,,True,True,False,False,False
median_sig2/all/calendar,request_06,True,1316.3,516.3,603.3,-87.0,-0.1402321083172147,2026-01-15,2026-01-15,True,False,True,False,False
median_sig2/all/calendar,request_07,True,178590.56,85590.56,87170.56,-1580.0,-0.00800405268490375,2024-10-23,2024-10-23,True,False,True,False,False
median_sig2/all/calendar,request_08,True,1091.57,291.57,284.57,7.0,0.0070238811960666265,2025-04-15,2025-04-15,True,False,True,True,False
median_sig2/all/calendar,request_09,False,820.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
median_sig2/all/calendar,request_10,True,254990.0,29590.0,12700.0,16890.0,0.06332958380202475,,,True,False,True,False,False
median_sig2/all/calendar,request_11,True,46184045.0,12043445.0,12510645.0,-467200.0,-0.03563691838291381,2025-05-15,2025-07-15,False,False,True,False,False
median_sig2/all/calendar,request_12,False,113748.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
median_sig2/all/calendar,request_13,True,1802.4,502.4,433.4,69.0,0.07327952421410365,2024-05-15,2024-05-15,True,False,True,True,False
median_sig2/all/calendar,request_14,True,2828.74,628.74,597.74,31.0,0.005725684311624986,,,True,False,True,False,False
median_sig2/all/calendar,request_15,True,1207.05,7.05,83.05,-76.0,-0.02062415196743555,,,True,True,False,False,False
median_sig2/all/calendar,request_16,False,263003.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
median_sig2/all/calendar,request_17,True,409889.58,243789.58,243849.58,-60.0,-0.00021849963583394028,2026-03-15,2026-03-15,True,True,False,True,False
median_sig2/all/calendar,request_18,True,1951.0,551.0,462.0,89.0,0.027417516404300547,2026-09-15,2026-09-15,True,False,True,False,False
median_sig2/all/calendar,request_19,True,118300.0,25500.0,28820.0,-3320.0,-0.08371154815935451,2024-09-15,2024-09-15,True,True,False,False,False
median_sig2/all/calendar,request_20,True,73312.0,8812.0,5400.0,3412.0,0.011234771155745801,,,True,True,False,False,False
median_sig2/all/calendar,request_21,True,3478.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
median_sig2/all/calendar,request_22,True,964.46,464.46,475.46,-11.0,-0.015037593984962405,2025-01-15,2025-01-15,True,False,True,False,False
median_sig2/all/calendar,request_23,True,35456.8,8456.8,9152.0,-695.2,-0.018287037037037056,2025-07-15,2025-07-15,True,True,False,False,False
median_sig2/all/calendar,request_24,True,64750.0,13750.0,13420.0,330.0,0.003010948905109489,,,True,False,True,False,False
median_sig2/all/calendar,request_25,True,23618500.0,239400.0,1425000.0,-1185600.0,-0.019597989949748745,,,True,False,True,False,False
median_sig3/all/90dates,request_01,False,48324.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
median_sig3/all/90dates,request_02,True,47360839.2,18202439.2,17229139.2,973300.0,0.021150419401103914,2025-09-15,2025-09-15,True,True,False,False,False
median_sig3/all/90dates,request_03,True,3641600.0,972900.0,873000.0,99900.0,0.01819340739391732,2019-11-15,2019-11-15,True,False,True,False,False
median_sig3/all/90dates,request_04,True,41227100.0,10540500.0,8401800.0,2138700.0,0.16849444575750414,2024-06-15,2024-06-15,True,True,False,False,False
median_sig3/all/90dates,request_05,True,8189.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
median_sig3/all/90dates,request_06,True,1317.4,517.4,603.3,-85.9,-0.1384590586718246,2026-01-15,2026-01-15,True,False,True,False,False
median_sig3/all/90dates,request_07,True,178500.56,85500.56,87170.56,-1670.0,-0.00845997973657548,2024-10-23,2024-10-23,True,False,True,False,False
median_sig3/all/90dates,request_08,True,1091.07,291.07,284.57,6.5,0.006522175396347581,,2025-04-15,False,False,True,False,False
median_sig3/all/90dates,request_09,False,824.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
median_sig3/all/90dates,request_10,True,192390.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
median_sig3/all/90dates,request_11,True,46254045.0,12113445.0,12510645.0,-397200.0,-0.030297482837528603,2025-05-15,2025-07-15,False,False,True,False,False
median_sig3/all/90dates,request_12,False,101986.39,58786.39,65164.0,-6377.61,-0.09787014302375546,,2026-04-05,False,False,True,False,False
median_sig3/all/90dates,request_13,True,1793.8,493.8,433.4,60.4,0.06414613423959221,,2024-05-15,False,False,True,False,False
median_sig3/all/90dates,request_14,True,2828.34,628.34,597.74,30.6,0.005651804514055636,,,True,False,True,False,False
median_sig3/all/90dates,request_15,True,1206.55,6.55,83.05,-76.5,-0.020759837177747625,,,True,True,False,False,False
median_sig3/all/90dates,request_16,False,262433.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
median_sig3/all/90dates,request_17,True,409859.58,243759.58,243849.58,-90.0,-0.0003277494537509104,2026-03-15,2026-03-15,True,True,False,True,False
median_sig3/all/90dates,request_18,True,1951.9,551.9,462.0,89.9,0.02769477218816425,2026-09-15,2026-09-15,True,False,True,False,False
median_sig3/all/90dates,request_19,True,118220.0,25420.0,28820.0,-3400.0,-0.08572869389813415,2024-09-15,2024-09-15,True,True,False,False,False
median_sig3/all/90dates,request_20,True,73242.0,8742.0,5400.0,3342.0,0.011004280540006586,,,True,True,False,False,False
median_sig3/all/90dates,request_21,True,3475.55,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
median_sig3/all/90dates,request_22,True,965.36,465.36,475.46,-10.1,-0.013807245386192707,2025-01-15,2025-01-15,True,True,False,False,False
median_sig3/all/90dates,request_23,True,35406.8,8406.8,9152.0,-745.2,-0.019602272727272746,2025-07-15,2025-07-15,True,True,False,False,False
median_sig3/all/90dates,request_24,True,64590.0,13590.0,13420.0,170.0,0.0015510948905109489,,,True,False,True,False,False
median_sig3/all/90dates,request_25,True,23701500.0,322400.0,1425000.0,-1102600.0,-0.018225998413118224,,,True,False,True,False,False
median_sig3/all/calendar,request_01,False,48324.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
median_sig3/all/calendar,request_02,True,47360839.2,18202439.2,17229139.2,973300.0,0.021150419401103914,2025-09-15,2025-09-15,True,True,False,False,False
median_sig3/all/calendar,request_03,True,3641600.0,972900.0,873000.0,99900.0,0.01819340739391732,2019-11-15,2019-11-15,True,False,True,False,False
median_sig3/all/calendar,request_04,True,41227100.0,10540500.0,8401800.0,2138700.0,0.16849444575750414,2024-06-15,2024-06-15,True,True,False,False,False
median_sig3/all/calendar,request_05,True,13903.0,803.0,737.0,66.0,0.004261363636363636,,,True,True,False,False,False
median_sig3/all/calendar,request_06,True,1317.4,517.4,603.3,-85.9,-0.1384590586718246,2026-01-15,2026-01-15,True,False,True,False,False
median_sig3/all/calendar,request_07,True,178500.56,85500.56,87170.56,-1670.0,-0.00845997973657548,2024-10-23,2024-10-23,True,False,True,False,False
median_sig3/all/calendar,request_08,True,1091.07,291.07,284.57,6.5,0.006522175396347581,2025-04-15,2025-04-15,True,False,True,True,False
median_sig3/all/calendar,request_09,False,824.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
median_sig3/all/calendar,request_10,True,261490.0,36090.0,12700.0,23390.0,0.08770153730783652,,,True,False,True,False,False
median_sig3/all/calendar,request_11,True,46254045.0,12113445.0,12510645.0,-397200.0,-0.030297482837528603,2025-05-15,2025-07-15,False,False,True,False,False
median_sig3/all/calendar,request_12,False,113778.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
median_sig3/all/calendar,request_13,True,1793.8,493.8,433.4,60.4,0.06414613423959221,2024-05-15,2024-05-15,True,False,True,True,False
median_sig3/all/calendar,request_14,True,2828.34,628.34,597.74,30.6,0.005651804514055636,,,True,False,True,False,False
median_sig3/all/calendar,request_15,True,1206.55,6.55,83.05,-76.5,-0.020759837177747625,,,True,True,False,False,False
median_sig3/all/calendar,request_16,False,262433.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
median_sig3/all/calendar,request_17,True,409859.58,243759.58,243849.58,-90.0,-0.0003277494537509104,2026-03-15,2026-03-15,True,True,False,True,False
median_sig3/all/calendar,request_18,True,1951.9,551.9,462.0,89.9,0.02769477218816425,2026-09-15,2026-09-15,True,False,True,False,False
median_sig3/all/calendar,request_19,True,118220.0,25420.0,28820.0,-3400.0,-0.08572869389813415,2024-09-15,2024-09-15,True,True,False,False,False
median_sig3/all/calendar,request_20,True,73242.0,8742.0,5400.0,3342.0,0.011004280540006586,,,True,True,False,False,False
median_sig3/all/calendar,request_21,True,3475.55,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
median_sig3/all/calendar,request_22,True,965.36,465.36,475.46,-10.1,-0.013807245386192707,2025-01-15,2025-01-15,True,True,False,False,False
median_sig3/all/calendar,request_23,True,35406.8,8406.8,9152.0,-745.2,-0.019602272727272746,2025-07-15,2025-07-15,True,True,False,False,False
median_sig3/all/calendar,request_24,True,64590.0,13590.0,13420.0,170.0,0.0015510948905109489,,,True,False,True,False,False
median_sig3/all/calendar,request_25,True,23701500.0,322400.0,1425000.0,-1102600.0,-0.018225998413118224,,,True,False,True,False,False
trimmed20_sig1/all/90dates,request_01,False,47862.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
trimmed20_sig1/all/90dates,request_02,True,47190839.2,18032439.2,17229139.2,803300.0,0.017456212786301013,2025-09-15,2025-09-15,True,True,False,False,False
trimmed20_sig1/all/90dates,request_03,True,3536600.0,867900.0,873000.0,-5100.0,-0.0009287925696594427,2019-11-15,2019-11-15,True,True,False,False,False
trimmed20_sig1/all/90dates,request_04,True,40965100.0,10278500.0,8401800.0,1876700.0,0.14785314740408098,2024-06-15,2024-06-15,True,True,False,False,False
trimmed20_sig1/all/90dates,request_05,True,8894.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
trimmed20_sig1/all/90dates,request_06,True,1298.3,498.3,603.3,-105.0,-0.16924564796905214,2026-02-15,2026-01-15,False,False,True,False,True
trimmed20_sig1/all/90dates,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
trimmed20_sig1/all/90dates,request_08,True,1082.57,282.57,284.57,-2.0,-0.002006823198876179,,2025-04-15,False,False,True,False,False
trimmed20_sig1/all/90dates,request_09,False,903.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
trimmed20_sig1/all/90dates,request_10,True,187190.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
trimmed20_sig1/all/90dates,request_11,True,46984045.0,12843445.0,12510645.0,332800.0,0.025385202135774217,2025-05-15,2025-07-15,False,False,True,False,False
trimmed20_sig1/all/90dates,request_12,False,106856.39,63656.39,65164.0,-1507.61,-0.023135627033331295,,2026-04-05,False,True,False,False,False
trimmed20_sig1/all/90dates,request_13,True,1948.4,648.4,433.4,215.0,0.22833474936278675,,2024-05-15,False,False,True,False,False
trimmed20_sig1/all/90dates,request_14,True,2901.74,701.74,597.74,104.0,0.01920874736803221,,,True,False,True,False,False
trimmed20_sig1/all/90dates,request_15,True,1206.05,6.05,83.05,-77.0,-0.020895522388059702,,,True,True,False,False,False
trimmed20_sig1/all/90dates,request_16,False,265103.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
trimmed20_sig1/all/90dates,request_17,True,409189.58,243089.58,243849.58,-760.0,-0.002767662053896577,2026-04-15,2026-03-15,False,True,False,False,False
trimmed20_sig1/all/90dates,request_18,True,1910.0,510.0,462.0,48.0,0.014786975139398048,2026-09-15,2026-09-15,True,True,False,False,False
trimmed20_sig1/all/90dates,request_19,True,117200.0,24400.0,28820.0,-4420.0,-0.11144730206757439,2024-09-15,2024-09-15,True,False,True,False,False
trimmed20_sig1/all/90dates,request_20,True,73212.0,8712.0,5400.0,3312.0,0.010905498847546921,,,True,True,False,False,False
trimmed20_sig1/all/90dates,request_21,True,3520.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
trimmed20_sig1/all/90dates,request_22,True,971.46,471.46,475.46,-4.0,-0.005468215994531784,2025-01-15,2025-01-15,True,True,False,False,False
trimmed20_sig1/all/90dates,request_23,True,35256.8,8256.8,9152.0,-895.2,-0.023547979797979818,,2025-07-15,False,False,True,False,True
trimmed20_sig1/all/90dates,request_24,True,66150.0,15150.0,13420.0,1730.0,0.015784671532846715,,,True,False,True,False,False
trimmed20_sig1/all/90dates,request_25,True,24358500.0,979400.0,1425000.0,-445600.0,-0.0073657762496694,,,True,True,False,False,False
trimmed20_sig1/all/calendar,request_01,False,47862.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
trimmed20_sig1/all/calendar,request_02,True,47190839.2,18032439.2,17229139.2,803300.0,0.017456212786301013,2025-09-15,2025-09-15,True,True,False,False,False
trimmed20_sig1/all/calendar,request_03,True,3536600.0,867900.0,873000.0,-5100.0,-0.0009287925696594427,2019-11-15,2019-11-15,True,True,False,False,False
trimmed20_sig1/all/calendar,request_04,True,40965100.0,10278500.0,8401800.0,1876700.0,0.14785314740408098,2024-06-15,2024-06-15,True,True,False,False,False
trimmed20_sig1/all/calendar,request_05,True,14566.0,1466.0,737.0,729.0,0.04706869834710744,,,True,True,False,False,False
trimmed20_sig1/all/calendar,request_06,True,1298.3,498.3,603.3,-105.0,-0.16924564796905214,2026-02-15,2026-01-15,False,False,True,False,True
trimmed20_sig1/all/calendar,request_07,True,179290.56,86290.56,87170.56,-880.0,-0.004457953394123607,2024-10-23,2024-10-23,True,True,False,False,False
trimmed20_sig1/all/calendar,request_08,True,1082.57,282.57,284.57,-2.0,-0.002006823198876179,2025-04-15,2025-04-15,True,False,True,True,False
trimmed20_sig1/all/calendar,request_09,False,903.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
trimmed20_sig1/all/calendar,request_10,True,256290.0,30890.0,12700.0,18190.0,0.0682039745031871,,,True,False,True,False,False
trimmed20_sig1/all/calendar,request_11,True,46984045.0,12843445.0,12510645.0,332800.0,0.025385202135774217,2025-05-15,2025-07-15,False,False,True,False,False
trimmed20_sig1/all/calendar,request_12,False,118648.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
trimmed20_sig1/all/calendar,request_13,True,1948.4,648.4,433.4,215.0,0.22833474936278675,2024-05-15,2024-05-15,True,False,True,True,False
trimmed20_sig1/all/calendar,request_14,True,2901.74,701.74,597.74,104.0,0.01920874736803221,,,True,False,True,False,False
trimmed20_sig1/all/calendar,request_15,True,1206.05,6.05,83.05,-77.0,-0.020895522388059702,,,True,True,False,False,False
trimmed20_sig1/all/calendar,request_16,False,265103.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
trimmed20_sig1/all/calendar,request_17,True,409189.58,243089.58,243849.58,-760.0,-0.002767662053896577,2026-04-15,2026-03-15,False,True,False,False,False
trimmed20_sig1/all/calendar,request_18,True,1910.0,510.0,462.0,48.0,0.014786975139398048,2026-09-15,2026-09-15,True,True,False,False,False
trimmed20_sig1/all/calendar,request_19,True,117200.0,24400.0,28820.0,-4420.0,-0.11144730206757439,2024-09-15,2024-09-15,True,False,True,False,False
trimmed20_sig1/all/calendar,request_20,True,73212.0,8712.0,5400.0,3312.0,0.010905498847546921,,,True,True,False,False,False
trimmed20_sig1/all/calendar,request_21,True,3520.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
trimmed20_sig1/all/calendar,request_22,True,971.46,471.46,475.46,-4.0,-0.005468215994531784,2025-01-15,2025-01-15,True,True,False,False,False
trimmed20_sig1/all/calendar,request_23,True,35256.8,8256.8,9152.0,-895.2,-0.023547979797979818,2025-07-15,2025-07-15,True,False,True,False,False
trimmed20_sig1/all/calendar,request_24,True,66150.0,15150.0,13420.0,1730.0,0.015784671532846715,,,True,False,True,False,False
trimmed20_sig1/all/calendar,request_25,True,24358500.0,979400.0,1425000.0,-445600.0,-0.0073657762496694,,,True,True,False,False,False
trimmed20_sig2/all/90dates,request_01,False,48252.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
trimmed20_sig2/all/90dates,request_02,True,47490839.2,18332439.2,17229139.2,1103300.0,0.02397540093007084,2025-09-15,2025-09-15,True,True,False,False,False
trimmed20_sig2/all/90dates,request_03,True,3636600.0,967900.0,873000.0,94900.0,0.017282826443270807,2019-11-15,2019-11-15,True,True,False,False,False
trimmed20_sig2/all/90dates,request_04,True,41215100.0,10528500.0,8401800.0,2126700.0,0.16754904277948476,2024-06-15,2024-06-15,True,True,False,False,False
trimmed20_sig2/all/90dates,request_05,True,8344.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
trimmed20_sig2/all/90dates,request_06,True,1323.3,523.3,603.3,-80.0,-0.1289490651192779,2026-01-15,2026-01-15,True,False,True,False,False
trimmed20_sig2/all/90dates,request_07,True,179090.56,86090.56,87170.56,-1080.0,-0.00547112462006079,2024-10-23,2024-10-23,True,False,True,False,False
trimmed20_sig2/all/90dates,request_08,True,1085.57,285.57,284.57,1.0,0.0010034115994380895,,2025-04-15,False,False,True,False,False
trimmed20_sig2/all/90dates,request_09,False,834.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
trimmed20_sig2/all/90dates,request_10,True,185090.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
trimmed20_sig2/all/90dates,request_11,True,46484045.0,12343445.0,12510645.0,-167200.0,-0.012753623188405797,2025-05-15,2025-07-15,False,True,False,False,False
trimmed20_sig2/all/90dates,request_12,False,102856.39,59656.39,65164.0,-5507.61,-0.08451921306242711,,2026-04-05,False,False,True,False,False
trimmed20_sig2/all/90dates,request_13,True,1807.4,507.4,433.4,74.0,0.07858963466440101,,2024-05-15,False,False,True,False,False
trimmed20_sig2/all/90dates,request_14,True,2818.74,618.74,597.74,21.0,0.00387868937239112,,,True,False,True,False,False
trimmed20_sig2/all/90dates,request_15,True,1208.05,8.05,83.05,-75.0,-0.0203527815468114,,,True,True,False,False,False
trimmed20_sig2/all/90dates,request_16,False,261703.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
trimmed20_sig2/all/90dates,request_17,True,408889.58,242789.58,243849.58,-1060.0,-0.003860160233066278,2026-04-15,2026-03-15,False,False,True,False,False
trimmed20_sig2/all/90dates,request_18,True,1941.0,541.0,462.0,79.0,0.02433689658359262,2026-09-15,2026-09-15,True,True,False,False,False
trimmed20_sig2/all/90dates,request_19,True,118000.0,25200.0,28820.0,-3620.0,-0.09127584467977812,2024-09-15,2024-09-15,True,True,False,False,False
trimmed20_sig2/all/90dates,request_20,True,73312.0,8812.0,5400.0,3412.0,0.011234771155745801,,,True,True,False,False,False
trimmed20_sig2/all/90dates,request_21,True,3477.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
trimmed20_sig2/all/90dates,request_22,True,964.46,464.46,475.46,-11.0,-0.015037593984962405,2025-01-15,2025-01-15,True,False,True,False,False
trimmed20_sig2/all/90dates,request_23,True,35356.8,8356.8,9152.0,-795.2,-0.020917508417508435,2025-07-15,2025-07-15,True,False,True,False,False
trimmed20_sig2/all/90dates,request_24,True,64450.0,13450.0,13420.0,30.0,0.0002737226277372263,,,True,True,False,False,False
trimmed20_sig2/all/90dates,request_25,True,23808500.0,429400.0,1425000.0,-995600.0,-0.016457286432160805,,,True,True,False,False,False
trimmed20_sig2/all/calendar,request_01,False,48252.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
trimmed20_sig2/all/calendar,request_02,True,47490839.2,18332439.2,17229139.2,1103300.0,0.02397540093007084,2025-09-15,2025-09-15,True,True,False,False,False
trimmed20_sig2/all/calendar,request_03,True,3636600.0,967900.0,873000.0,94900.0,0.017282826443270807,2019-11-15,2019-11-15,True,True,False,False,False
trimmed20_sig2/all/calendar,request_04,True,41215100.0,10528500.0,8401800.0,2126700.0,0.16754904277948476,2024-06-15,2024-06-15,True,True,False,False,False
trimmed20_sig2/all/calendar,request_05,True,14056.0,956.0,737.0,219.0,0.014139979338842975,,,True,True,False,False,False
trimmed20_sig2/all/calendar,request_06,True,1323.3,523.3,603.3,-80.0,-0.1289490651192779,2026-01-15,2026-01-15,True,False,True,False,False
trimmed20_sig2/all/calendar,request_07,True,179090.56,86090.56,87170.56,-1080.0,-0.00547112462006079,2024-10-23,2024-10-23,True,False,True,False,False
trimmed20_sig2/all/calendar,request_08,True,1085.57,285.57,284.57,1.0,0.0010034115994380895,2025-04-15,2025-04-15,True,False,True,True,False
trimmed20_sig2/all/calendar,request_09,False,834.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
trimmed20_sig2/all/calendar,request_10,True,254190.0,28790.0,12700.0,16090.0,0.06032995875515561,,,True,False,True,False,False
trimmed20_sig2/all/calendar,request_11,True,46484045.0,12343445.0,12510645.0,-167200.0,-0.012753623188405797,2025-05-15,2025-07-15,False,True,False,False,False
trimmed20_sig2/all/calendar,request_12,False,114648.39,65164.0,65164.0,0.0,0.0,2026-04-05,2026-04-05,True,True,False,True,False
trimmed20_sig2/all/calendar,request_13,True,1807.4,507.4,433.4,74.0,0.07858963466440101,2024-05-15,2024-05-15,True,False,True,True,False
trimmed20_sig2/all/calendar,request_14,True,2818.74,618.74,597.74,21.0,0.00387868937239112,,,True,False,True,False,False
trimmed20_sig2/all/calendar,request_15,True,1208.05,8.05,83.05,-75.0,-0.0203527815468114,,,True,True,False,False,False
trimmed20_sig2/all/calendar,request_16,False,261703.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
trimmed20_sig2/all/calendar,request_17,True,408889.58,242789.58,243849.58,-1060.0,-0.003860160233066278,2026-04-15,2026-03-15,False,False,True,False,False
trimmed20_sig2/all/calendar,request_18,True,1941.0,541.0,462.0,79.0,0.02433689658359262,2026-09-15,2026-09-15,True,True,False,False,False
trimmed20_sig2/all/calendar,request_19,True,118000.0,25200.0,28820.0,-3620.0,-0.09127584467977812,2024-09-15,2024-09-15,True,True,False,False,False
trimmed20_sig2/all/calendar,request_20,True,73312.0,8812.0,5400.0,3412.0,0.011234771155745801,,,True,True,False,False,False
trimmed20_sig2/all/calendar,request_21,True,3477.35,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
trimmed20_sig2/all/calendar,request_22,True,964.46,464.46,475.46,-11.0,-0.015037593984962405,2025-01-15,2025-01-15,True,False,True,False,False
trimmed20_sig2/all/calendar,request_23,True,35356.8,8356.8,9152.0,-795.2,-0.020917508417508435,2025-07-15,2025-07-15,True,False,True,False,False
trimmed20_sig2/all/calendar,request_24,True,64450.0,13450.0,13420.0,30.0,0.0002737226277372263,,,True,True,False,False,False
trimmed20_sig2/all/calendar,request_25,True,23808500.0,429400.0,1425000.0,-995600.0,-0.016457286432160805,,,True,True,False,False,False
trimmed20_sig3/all/90dates,request_01,False,48259.6,25256.0,25256.0,0.0,0.0,2024-03-03,2024-03-03,True,False,False,False,False
trimmed20_sig3/all/90dates,request_02,True,47470839.2,18312439.2,17229139.2,1083300.0,0.023540788387152855,2025-09-15,2025-09-15,True,True,False,False,False
trimmed20_sig3/all/90dates,request_03,True,3638600.0,969900.0,873000.0,96900.0,0.01764705882352941,2019-11-15,2019-11-15,True,True,False,False,False
trimmed20_sig3/all/90dates,request_04,True,41258100.0,10571500.0,8401800.0,2169700.0,0.17093673678405422,2024-06-15,2024-06-15,True,True,False,False,False
trimmed20_sig3/all/90dates,request_05,True,8362.0,0,737.0,-737.0,-0.04758522727272727,,,True,False,False,False,False
trimmed20_sig3/all/90dates,request_06,True,1322.4,522.4,603.3,-80.9,-0.13039974210186972,2026-01-15,2026-01-15,True,False,True,False,False
trimmed20_sig3/all/90dates,request_07,True,179050.56,86050.56,87170.56,-1120.0,-0.005673758865248227,2024-10-23,2024-10-23,True,False,True,False,False
trimmed20_sig3/all/90dates,request_08,True,1086.67,286.67,284.57,2.1,0.002107164358820011,,2025-04-15,False,False,True,False,False
trimmed20_sig3/all/90dates,request_09,False,837.7,166.61,166.61,0.0,0.0,2026-07-04,2026-07-04,True,False,False,False,False
trimmed20_sig3/all/90dates,request_10,True,186720.0,0,12700.0,-12700.0,-0.047619047619047616,,,True,False,False,False,False
trimmed20_sig3/all/90dates,request_11,True,46394045.0,12253445.0,12510645.0,-257200.0,-0.0196186117467582,2025-05-15,2025-07-15,False,False,True,False,False
trimmed20_sig3/all/90dates,request_12,False,103126.39,59926.39,65164.0,-5237.61,-0.08037582100546314,,2026-04-05,False,False,True,False,False
trimmed20_sig3/all/90dates,request_13,True,1800.0,500.0,433.4,66.6,0.07073067119796093,,2024-05-15,False,False,True,False,False
trimmed20_sig3/all/90dates,request_14,True,2820.14,620.14,597.74,22.4,0.004137268663883857,,,True,False,True,False,False
trimmed20_sig3/all/90dates,request_15,True,1207.45,7.45,83.05,-75.6,-0.020515603799185888,,,True,True,False,False,False
trimmed20_sig3/all/90dates,request_16,False,261403.0,122500.0,122500.0,0.0,0.0,2023-08-12,2023-08-12,True,False,False,False,False
trimmed20_sig3/all/90dates,request_17,True,408939.58,242839.58,243849.58,-1010.0,-0.0036780772032046615,2026-04-15,2026-03-15,False,False,True,False,False
trimmed20_sig3/all/90dates,request_18,True,1946.3,546.3,462.0,84.3,0.025969625088567806,2026-09-15,2026-09-15,True,False,True,False,False
trimmed20_sig3/all/90dates,request_19,True,118060.0,25260.0,28820.0,-3560.0,-0.0897629853756934,2024-09-15,2024-09-15,True,True,False,False,False
trimmed20_sig3/all/90dates,request_20,True,73332.0,8832.0,5400.0,3432.0,0.011300625617385578,,,True,True,False,False,False
trimmed20_sig3/all/90dates,request_21,True,3474.45,1574.4,1543.35,31.05,0.01972179878048792,2026-04-03,2026-04-15,False,False,False,False,False
trimmed20_sig3/all/90dates,request_22,True,964.56,464.56,475.46,-10.9,-0.01490088858509908,2025-01-15,2025-01-15,True,False,True,False,False
